TARGET_FID,KOD_UNI,MAPA,STRED,CENA,FUNKCE,TYP_CENY,zmena,DAT_VZNIK,DAT_ZMENA,ID,KOD_MC,NAZEV_MC,KOD_MO,POSKYT,ID_POSKYT,STAV_ZMENA,NAZEV_1,OBJECTID,TARGET_FID_1,TYP,PO__ET_POD,ST__ECHA,PO__ET_P_1,PO__ET_P_2,NOVA_BUDOV,KOD_UNI_1,DB_LO,DB_HI
4376,4049,60,0,10320,F,vysl-filtr,0,2018-09-10 00:00:00.000000 UTC,2020-04-02 00:00:00.000000 UTC,30,500089,Praha 2,27,HMP-IPR,43,U,Praha 2,2892,4376,1,2,3,0,0,0,4049,60,65
4381,390800,59,1,N,F,vysl-filtr,0,2018-09-10 00:00:00.000000 UTC,2020-04-02 00:00:00.000000 UTC,30,500089,Praha 2,27,HMP-IPR,43,U,Praha 2,2897,4381,1,2,1,0,0,0,390800,10,15
4393,390700,59,1,N,F,vysl-filtr,0,2018-09-10 00:00:00.000000 UTC,2020-04-02 00:00:00.000000 UTC,30,500089,Praha 2,27,HMP-IPR,43,U,Praha 2,2905,4393,1,1,1,0,0,0,390700,40,45
4416,390900,59,1,N,F,vysl-filtr,0,2018-09-10 00:00:00.000000 UTC,2020-04-02 00:00:00.000000 UTC,30,500089,Praha 2,27,HMP-IPR,43,U,Praha 2,2925,4416,1,1,1,0,0,0,390900,35,40
4463,4052,60,0,N,F,vysl-filtr,5,2018-09-10 00:00:00.000000 UTC,2020-04-02 00:00:00.000000 UTC,30,500089,Praha 2,27,HMP-IPR,43,U,Praha 2,2964,4463,7,4,1,0,0,0,4052,45,50
4466,4072,60,0,7810,F,181920-pary,4,2018-09-10 00:00:00.000000 UTC,2020-04-02 00:00:00.000000 UTC,30,500089,Praha 2,27,HMP-IPR,43,U,Praha 2,2967,4466,1,2,1,0,0,0,4072,60,65
4519,4067,60,0,N,F,vysl-filtr,0,2018-09-10 00:00:00.000000 UTC,2020-04-02 00:00:00.000000 UTC,30,500089,Praha 2,27,HMP-IPR,43,U,Praha 2,3006,4519,1,1,1,0,0,0,4067,40,45
4543,3923,59,0,N,F,vysl-filtr,0,2018-09-10 00:00:00.000000 UTC,2020-04-02 00:00:00.000000 UTC,30,500089,Praha 2,27,HMP-IPR,43,U,Praha 2,3026,4543,1,4,1,0,0,0,3923,55,60
4571,4061,60,0,7810,F,vysl-filtr,0,2018-09-10 00:00:00.000000 UTC,2020-04-02 00:00:00.000000 UTC,30,500089,Praha 2,27,HMP-IPR,43,U,Praha 2,3051,4571,1,4,1,0,0,0,4061,60,65
4591,3969,59,0,N,F,vysl-filtr,0,2018-09-10 00:00:00.000000 UTC,2020-04-02 00:00:00.000000 UTC,30,500089,Praha 2,27,HMP-IPR,43,U,Praha 2,3066,4591,1,4,1,0,0,0,3969,55,60
4595,3997,60,0,7810,F,vysl-filtr,0,2018-09-10 00:00:00.000000 UTC,2020-04-02 00:00:00.000000 UTC,30,500089,Praha 2,27,HMP-IPR,43,U,Praha 2,3070,4595,1,4,1,0,0,0,3997,60,65
4596,4054,60,0,N,F,vysl-filtr,0,2018-09-10 00:00:00.000000 UTC,2020-04-02 00:00:00.000000 UTC,30,500089,Praha 2,27,HMP-IPR,43,U,Praha 2,3071,4596,1,6,1,0,0,0,4054,5,10
4656,4071,60,0,4980,F,vysl-filtr,0,2018-09-10 00:00:00.000000 UTC,2020-04-02 00:00:00.000000 UTC,30,500089,Praha 2,27,HMP-IPR,43,U,Praha 2,3113,4656,1,1,1,0,0,0,4071,60,65
4676,4002,60,0,11680,F,181920-pary,4,2018-09-10 00:00:00.000000 UTC,2020-04-02 00:00:00.000000 UTC,30,500089,Praha 2,27,HMP-IPR,43,U,Praha 2,3127,4676,,,,,,,4002,60,65
4692,4004,60,0,11680,F,181920-pary,0,2018-09-10 00:00:00.000000 UTC,2020-04-02 00:00:00.000000 UTC,30,500089,Praha 2,27,HMP-IPR,43,U,Praha 2,3140,4692,1,1,1,0,0,0,4004,60,65
4718,3971,59,0,N,F,vysl-filtr,0,2018-09-10 00:00:00.000000 UTC,2020-04-02 00:00:00.000000 UTC,30,500089,Praha 2,27,HMP-IPR,43,U,Praha 2,3159,4718,4,1,1,0,0,0,3971,40,45
4725,4000,60,0,11680,F,181920-pary,0,2018-09-10 00:00:00.000000 UTC,2020-04-02 00:00:00.000000 UTC,30,500089,Praha 2,27,HMP-IPR,43,U,Praha 2,3166,4725,6,1,3,0,0,0,4000,60,65
4726,3977,59,0,N,F,vysl-filtr,0,2018-09-10 00:00:00.000000 UTC,2020-04-02 00:00:00.000000 UTC,30,500089,Praha 2,27,HMP-IPR,43,U,Praha 2,3167,4726,,,,,,,3977,55,60
4767,3999,60,0,4980,F,vysl-filtr,0,2018-09-10 00:00:00.000000 UTC,2020-04-02 00:00:00.000000 UTC,30,500089,Praha 2,27,HMP-IPR,43,U,Praha 2,3198,4767,1,1,1,0,0,0,3999,55,60
4783,3984,59,0,N,F,vysl-filtr,0,2018-09-10 00:00:00.000000 UTC,2020-04-02 00:00:00.000000 UTC,30,500089,Praha 2,27,HMP-IPR,43,U,Praha 2,3207,4783,7,5,1,0,0,0,3984,55,60
4815,3869,59,0,N,F,vysl-filtr,0,2018-09-10 00:00:00.000000 UTC,2020-04-02 00:00:00.000000 UTC,30,500089,Praha 2,27,HMP-IPR,43,U,Praha 2,3233,4815,1,4,1,1,0,0,3869,55,60
4818,3928,59,0,5270,F,vysl-filtr,0,2018-09-10 00:00:00.000000 UTC,2020-04-02 00:00:00.000000 UTC,30,500089,Praha 2,27,HMP-IPR,43,U,Praha 2,3235,4818,1,6,3,1,0,0,3928,40,45
8402,15740,60,0,11680,F,vysl-filtr,0,2018-09-10 00:00:00.000000 UTC,2020-04-02 00:00:00.000000 UTC,30,500089,Praha 2,27,HMP-IPR,43,U,Praha 2,4520,8402,1,1,1,0,0,0,15740,60,65
8404,15730,59,0,N,F,vysl-filtr,0,2018-09-10 00:00:00.000000 UTC,2020-04-02 00:00:00.000000 UTC,30,500089,Praha 2,27,HMP-IPR,43,U,Praha 2,4522,8404,1,5,1,0,0,0,15730,40,45
8405,3972,59,0,N,F,vysl-filtr,0,2018-09-10 00:00:00.000000 UTC,2020-04-02 00:00:00.000000 UTC,30,500089,Praha 2,27,HMP-IPR,43,U,Praha 2,4523,8405,,,,,,,3972,40,45
8406,15731,59,0,N,F,vysl-filtr,0,2018-09-10 00:00:00.000000 UTC,2020-04-02 00:00:00.000000 UTC,30,500089,Praha 2,27,HMP-IPR,43,U,Praha 2,4524,8406,,,,,,,15731,40,45
8711,15747,60,0,N,F,vysl-filtr,0,2018-09-10 00:00:00.000000 UTC,2020-04-02 00:00:00.000000 UTC,30,500089,Praha 2,27,HMP-IPR,43,U,Praha 2,4683,8711,7,4,1,0,0,0,15747,40,45
8804,18000,59,0,N,F,vysl-filtr,4,2018-09-10 00:00:00.000000 UTC,2020-04-02 00:00:00.000000 UTC,30,500089,Praha 2,27,HMP-IPR,43,U,Praha 2,4727,8804,7,3,1,0,0,0,18000,65,70
9053,20170,60,0,N,F,vysl-filtr,0,2018-09-10 00:00:00.000000 UTC,2020-04-02 00:00:00.000000 UTC,30,500089,Praha 2,27,HMP-IPR,43,U,Praha 2,4835,9053,1,2,1,0,0,0,20170,35,40
2868,3011,47,0,11380,F,vysl-filtr,0,2018-12-04 00:00:00.000000 UTC,2020-10-05 00:00:00.000000 UTC,38,500097,Praha 3,35,HMP-IPR,43,U,Praha 3,1800,2868,1,3,3,0,0,0,3011,60,65
2942,2944,47,0,N,F,vysl-filtr,0,2018-12-04 00:00:00.000000 UTC,2020-10-05 00:00:00.000000 UTC,38,500097,Praha 3,35,HMP-IPR,43,U,Praha 3,1856,2942,3,1,3,0,0,0,2944,60,65
2957,2943,47,0,N,F,vysl-filtr,0,2018-12-04 00:00:00.000000 UTC,2020-10-05 00:00:00.000000 UTC,38,500097,Praha 3,35,HMP-IPR,43,U,Praha 3,1865,2957,,,,,,,2943,40,45
3074,2936,47,0,N,F,vysl-filtr,0,2018-12-04 00:00:00.000000 UTC,2020-10-05 00:00:00.000000 UTC,38,500097,Praha 3,35,HMP-IPR,43,U,Praha 3,1959,3074,1,2,3,0,0,0,2936,5,10
3099,2952,47,0,4620,F,vysl-filtr,0,2018-12-04 00:00:00.000000 UTC,2020-10-05 00:00:00.000000 UTC,38,500097,Praha 3,35,HMP-IPR,43,U,Praha 3,1981,3099,1,5,3,0,0,0,2952,35,40
3129,2932,47,0,N,F,vysl-filtr,0,2018-12-04 00:00:00.000000 UTC,2020-10-05 00:00:00.000000 UTC,38,500097,Praha 3,35,HMP-IPR,43,U,Praha 3,2004,3129,,,,,,,2932,40,45
3143,2807,46,0,N,F,vysl-filtr,0,2018-12-04 00:00:00.000000 UTC,2020-10-05 00:00:00.000000 UTC,38,500097,Praha 3,35,HMP-IPR,43,U,Praha 3,2015,3143,1,1,3,0,0,0,2807,60,65
3156,2956,47,0,11380,F,181920-pary,0,2018-12-04 00:00:00.000000 UTC,2020-10-05 00:00:00.000000 UTC,38,500097,Praha 3,35,HMP-IPR,43,U,Praha 3,2021,3156,1,2,3,0,0,0,2956,60,65
3159,2935,47,0,11380,F,vysl-filtr,0,2018-12-04 00:00:00.000000 UTC,2020-10-05 00:00:00.000000 UTC,38,500097,Praha 3,35,HMP-IPR,43,U,Praha 3,2024,3159,1,4,3,0,0,0,2935,10,15
3162,2928,47,0,10000,F,vysl-filtr,0,2018-12-04 00:00:00.000000 UTC,2020-10-05 00:00:00.000000 UTC,38,500097,Praha 3,35,HMP-IPR,43,U,Praha 3,2026,3162,,,,,,,2928,60,65
3166,2938,47,0,7770,F,vysl-filtr,0,2018-12-04 00:00:00.000000 UTC,2020-10-05 00:00:00.000000 UTC,38,500097,Praha 3,35,HMP-IPR,43,U,Praha 3,2028,3166,1,4,3,0,0,0,2938,60,65
3192,2961,47,0,4230,F,vysl-filtr,0,2018-12-04 00:00:00.000000 UTC,2020-10-05 00:00:00.000000 UTC,38,500097,Praha 3,35,HMP-IPR,43,U,Praha 3,2044,3192,1,5,3,0,0,0,2961,60,65
3201,2957,47,0,11380,F,vysl-filtr,5,2018-12-04 00:00:00.000000 UTC,2020-10-05 00:00:00.000000 UTC,38,500097,Praha 3,35,HMP-IPR,43,U,Praha 3,2051,3201,1,5,3,1,0,0,2957,60,65
3206,2745,46,0,N,F,vysl-filtr,4,2018-12-04 00:00:00.000000 UTC,2020-10-05 00:00:00.000000 UTC,38,500097,Praha 3,35,HMP-IPR,43,U,Praha 3,2054,3206,1,1,3,0,0,0,2745,35,40
3237,2744,46,0,N,F,vysl-filtr,0,2018-12-04 00:00:00.000000 UTC,2020-10-05 00:00:00.000000 UTC,38,500097,Praha 3,35,HMP-IPR,43,U,Praha 3,2074,3237,,,,,,,2744,5,10
3274,2740,46,0,8780,F,vysl-filtr,0,2018-12-04 00:00:00.000000 UTC,2020-10-05 00:00:00.000000 UTC,38,500097,Praha 3,35,HMP-IPR,43,U,Praha 3,2100,3274,,,,,,,2740,60,65
3282,2741,46,0,8780,F,181920-pary,5,2018-12-04 00:00:00.000000 UTC,2020-10-05 00:00:00.000000 UTC,38,500097,Praha 3,35,HMP-IPR,43,U,Praha 3,2106,3282,1,2,1,0,0,0,2741,60,65
3287,2934,47,0,4080,F,vysl-filtr,0,2018-12-04 00:00:00.000000 UTC,2020-10-05 00:00:00.000000 UTC,38,500097,Praha 3,35,HMP-IPR,43,U,Praha 3,2110,3287,1,6,1,0,0,0,2934,20,25
3305,3118,48,0,7290,F,vysl-filtr,0,2018-12-04 00:00:00.000000 UTC,2020-10-05 00:00:00.000000 UTC,38,500097,Praha 3,35,HMP-IPR,43,U,Praha 3,2122,3305,1,2,3,0,0,0,3118,60,65
3356,2997,47,0,11380,F,vysl-filtr,0,2018-12-04 00:00:00.000000 UTC,2020-10-05 00:00:00.000000 UTC,38,500097,Praha 3,35,HMP-IPR,43,U,Praha 3,2160,3356,6,1,3,0,0,0,2997,20,25
3357,20301,47,0,11380,F,181920-pary,0,2018-12-04 00:00:00.000000 UTC,2020-10-05 00:00:00.000000 UTC,38,500097,Praha 3,35,HMP-IPR,43,U,Praha 3,2161,3357,5,2,1,0,0,0,20301,35,40
3379,2749,46,0,13670,F,vysl-filtr,0,2018-12-04 00:00:00.000000 UTC,2020-10-05 00:00:00.000000 UTC,38,500097,Praha 3,35,HMP-IPR,43,U,Praha 3,2176,3379,7,5,1,0,0,0,2749,35,40
3384,3008,47,0,10200,F,vysl-filtr,0,2018-12-04 00:00:00.000000 UTC,2020-10-05 00:00:00.000000 UTC,38,500097,Praha 3,35,HMP-IPR,43,U,Praha 3,2181,3384,1,6,3,0,0,0,3008,40,45
3397,2967,47,0,4080,F,vysl-filtr,0,2018-12-04 00:00:00.000000 UTC,2020-10-05 00:00:00.000000 UTC,38,500097,Praha 3,35,HMP-IPR,43,U,Praha 3,2186,3397,1,4,1,0,0,0,2967,30,35
3400,14834,47,0,4620,F,vysl-filtr,0,2018-12-04 00:00:00.000000 UTC,2020-10-05 00:00:00.000000 UTC,38,500097,Praha 3,35,HMP-IPR,43,U,Praha 3,2189,3400,5,2,1,0,0,0,14834,35,40
3409,2993,47,0,5350,F,vysl-filtr,5,2018-12-04 00:00:00.000000 UTC,2020-10-05 00:00:00.000000 UTC,38,500097,Praha 3,35,HMP-IPR,43,U,Praha 3,2194,3409,3,1,3,0,0,0,2993,10,15
3434,2774,46,0,20730,F,vysl-filtr,0,2018-12-04 00:00:00.000000 UTC,2020-10-05 00:00:00.000000 UTC,38,500097,Praha 3,35,HMP-IPR,43,U,Praha 3,2212,3434,1,5,3,1,0,0,2774,60,65
3439,2983,47,0,6310,F,vysl-filtr,4,2018-12-04 00:00:00.000000 UTC,2020-10-05 00:00:00.000000 UTC,38,500097,Praha 3,35,HMP-IPR,43,U,Praha 3,2216,3439,3,2,3,0,0,0,2983,35,40
3453,2969,47,0,6300,F,vysl-filtr,0,2018-12-04 00:00:00.000000 UTC,2020-10-05 00:00:00.000000 UTC,38,500097,Praha 3,35,HMP-IPR,43,U,Praha 3,2223,3453,1,2,1,1,0,0,2969,35,40
3478,2776,46,0,N,F,vysl-filtr,0,2018-12-04 00:00:00.000000 UTC,2020-10-05 00:00:00.000000 UTC,38,500097,Praha 3,35,HMP-IPR,43,U,Praha 3,2237,3478,4,3,3,0,0,0,2776,40,45
3481,3121,48,0,6620,F,vysl-filtr,0,2018-12-04 00:00:00.000000 UTC,2020-10-05 00:00:00.000000 UTC,38,500097,Praha 3,35,HMP-IPR,43,U,Praha 3,2238,3481,1,1,3,0,0,0,3121,35,40
3507,2775,46,0,13670,F,vysl-filtr,0,2018-12-04 00:00:00.000000 UTC,2020-10-05 00:00:00.000000 UTC,38,500097,Praha 3,35,HMP-IPR,43,U,Praha 3,2256,3507,4,3,3,0,0,0,2775,40,45
3508,2976,47,0,N,F,vysl-filtr,0,2018-12-04 00:00:00.000000 UTC,2020-10-05 00:00:00.000000 UTC,38,500097,Praha 3,35,HMP-IPR,43,U,Praha 3,2257,3508,1,13,3,0,0,0,2976,35,40
3539,2987,47,0,5350,F,vysl-filtr,5,2018-12-04 00:00:00.000000 UTC,2020-10-05 00:00:00.000000 UTC,38,500097,Praha 3,35,HMP-IPR,43,U,Praha 3,2281,3539,3,1,3,0,0,0,2987,35,40
3550,2992,47,0,5350,F,vysl-filtr,5,2018-12-04 00:00:00.000000 UTC,2020-10-05 00:00:00.000000 UTC,38,500097,Praha 3,35,HMP-IPR,43,U,Praha 3,2289,3550,1,5,3,0,0,0,2992,40,45
3562,2991,47,0,6080,F,vysl-filtr,0,2018-12-04 00:00:00.000000 UTC,2020-10-05 00:00:00.000000 UTC,38,500097,Praha 3,35,HMP-IPR,43,U,Praha 3,2296,3562,1,5,3,0,0,0,2991,10,15
3565,2788,46,0,11540,F,vysl-filtr,0,2018-12-04 00:00:00.000000 UTC,2020-10-05 00:00:00.000000 UTC,38,500097,Praha 3,35,HMP-IPR,43,U,Praha 3,2299,3565,1,4,3,0,1,0,2788,40,45
3656,2868,46,0,13010,F,181920-pary,0,2018-12-04 00:00:00.000000 UTC,2020-10-05 00:00:00.000000 UTC,38,500097,Praha 3,35,HMP-IPR,43,U,Praha 3,2360,3656,7,5,1,0,0,0,2868,15,20
3768,4185,61,0,N,F,vysl-filtr,0,2018-12-04 00:00:00.000000 UTC,2020-10-05 00:00:00.000000 UTC,38,500097,Praha 3,35,HMP-IPR,43,U,Praha 3,2448,3768,1,1,1,0,0,0,4185,0,5
3998,4208,61,0,N,F,vysl-filtr,0,2018-12-04 00:00:00.000000 UTC,2020-10-05 00:00:00.000000 UTC,38,500097,Praha 3,35,HMP-IPR,43,U,Praha 3,2598,3998,,,,,,,4208,60,65
4024,4207,61,0,N,F,vysl-filtr,0,2018-12-04 00:00:00.000000 UTC,2020-10-05 00:00:00.000000 UTC,38,500097,Praha 3,35,HMP-IPR,43,U,Praha 3,2619,4024,4,2,5,0,0,0,4207,60,65
8416,14912,47,0,3940,F,vysl-filtr,0,2018-12-04 00:00:00.000000 UTC,2020-10-05 00:00:00.000000 UTC,38,500097,Praha 3,35,HMP-IPR,43,U,Praha 3,4529,8416,3,1,3,0,0,0,14912,5,10
9034,20150,47,0,6310,F,vysl-filtr,0,2018-12-04 00:00:00.000000 UTC,2020-10-05 00:00:00.000000 UTC,38,500097,Praha 3,35,HMP-IPR,43,U,Praha 3,4826,9034,,,,,,,20150,35,40
9042,14401,47,0,11380,F,181920-pary,0,2018-12-04 00:00:00.000000 UTC,2020-10-05 00:00:00.000000 UTC,38,500097,Praha 3,35,HMP-IPR,43,U,Praha 3,4832,9042,,,,,,,14401,45,50
4804,4011,60,0,11680,F,181920-pary,0,2018-05-07 00:00:00.000000 UTC,2020-04-02 00:00:00.000000 UTC,3,500119,Praha 4,43,HMP-IPR,43,U,Praha 4,3223,4804,1,4,1,0,0,0,4011,10,15
4840,4013,60,0,11680,F,181920-pary,0,2018-05-07 00:00:00.000000 UTC,2020-04-02 00:00:00.000000 UTC,3,500119,Praha 4,43,HMP-IPR,43,U,Praha 4,3254,4840,,,,,,,4013,60,65
4908,4952,72,0,N,F,vysl-filtr,0,2018-05-07 00:00:00.000000 UTC,2020-04-02 00:00:00.000000 UTC,3,500119,Praha 4,43,HMP-IPR,43,U,Praha 4,3298,4908,1,5,1,0,0,0,4952,55,60
4934,3870,59,0,11570,F,181920-pary,0,2018-05-07 00:00:00.000000 UTC,2020-04-02 00:00:00.000000 UTC,3,500119,Praha 4,43,HMP-IPR,43,U,Praha 4,3313,4934,1,5,1,0,0,0,3870,55,60
4965,3872,59,0,N,F,vysl-filtr,0,2018-05-07 00:00:00.000000 UTC,2020-04-02 00:00:00.000000 UTC,3,500119,Praha 4,43,HMP-IPR,43,U,Praha 4,3333,4965,4,1,1,0,0,0,3872,40,45
4982,13158,60,0,8620,F,181920-pary,0,2018-05-07 00:00:00.000000 UTC,2020-04-02 00:00:00.000000 UTC,3,500119,Praha 4,43,HMP-IPR,43,U,Praha 4,3343,4982,,,,,,,13158,45,50
5011,4023,60,0,11680,F,181920-pary,0,2018-05-07 00:00:00.000000 UTC,2020-04-02 00:00:00.000000 UTC,3,500119,Praha 4,43,HMP-IPR,43,U,Praha 4,3355,5011,1,6,1,0,0,0,4023,55,60
5071,4959,72,0,N,F,vysl-filtr,0,2018-05-07 00:00:00.000000 UTC,2020-04-02 00:00:00.000000 UTC,3,500119,Praha 4,43,HMP-IPR,43,U,Praha 4,3394,5071,1,6,3,0,0,0,4959,30,35
5093,5068,73,0,N,F,vysl-filtr,0,2018-05-07 00:00:00.000000 UTC,2020-04-02 00:00:00.000000 UTC,3,500119,Praha 4,43,HMP-IPR,43,U,Praha 4,3408,5093,7,5,1,0,0,0,5068,10,15
5113,4964,72,0,17420,F,vysl-filtr,0,2018-05-07 00:00:00.000000 UTC,2020-04-02 00:00:00.000000 UTC,3,500119,Praha 4,43,HMP-IPR,43,U,Praha 4,3422,5113,1,5,1,1,0,0,4964,55,60
5121,5069,73,0,4200,F,vysl-filtr,0,2018-05-07 00:00:00.000000 UTC,2020-04-02 00:00:00.000000 UTC,3,500119,Praha 4,43,HMP-IPR,43,U,Praha 4,3427,5121,4,4,1,0,0,0,5069,55,60
5126,4963,72,0,17420,F,vysl-filtr,0,2018-05-07 00:00:00.000000 UTC,2020-04-02 00:00:00.000000 UTC,3,500119,Praha 4,43,HMP-IPR,43,U,Praha 4,3431,5126,1,4,3,1,0,0,4963,55,60
5141,5070,73,0,5220,F,vysl-filtr,0,2018-05-07 00:00:00.000000 UTC,2020-04-02 00:00:00.000000 UTC,3,500119,Praha 4,43,HMP-IPR,43,U,Praha 4,3441,5141,1,4,1,0,0,0,5070,55,60
5218,5082,73,0,N,F,vysl-filtr,0,2018-05-07 00:00:00.000000 UTC,2020-04-02 00:00:00.000000 UTC,3,500119,Praha 4,43,HMP-IPR,43,U,Praha 4,3481,5218,3,1,3,0,0,0,5082,35,40
5227,5084,73,0,N,F,vysl-filtr,5,2018-05-07 00:00:00.000000 UTC,2020-04-02 00:00:00.000000 UTC,3,500119,Praha 4,43,HMP-IPR,43,U,Praha 4,3485,5227,1,5,1,0,0,0,5084,35,40
5241,4977,72,0,3300,F,vysl-filtr,4,2018-05-07 00:00:00.000000 UTC,2020-04-02 00:00:00.000000 UTC,3,500119,Praha 4,43,HMP-IPR,43,U,Praha 4,3496,5241,1,4,1,0,0,0,4977,55,60
5295,5092,73,0,4200,F,vysl-filtr,0,2018-05-07 00:00:00.000000 UTC,2020-04-02 00:00:00.000000 UTC,3,500119,Praha 4,43,HMP-IPR,43,U,Praha 4,3532,5295,5,2,1,0,0,0,5092,45,50
5307,5096,73,0,7980,F,vysl-filtr,0,2018-05-07 00:00:00.000000 UTC,2020-04-02 00:00:00.000000 UTC,3,500119,Praha 4,43,HMP-IPR,43,U,Praha 4,3540,5307,1,4,3,0,0,0,5096,55,60
5310,4982,72,0,N,F,vysl-filtr,0,2018-05-07 00:00:00.000000 UTC,2020-04-02 00:00:00.000000 UTC,3,500119,Praha 4,43,HMP-IPR,43,U,Praha 4,3541,5310,,,,,,,4982,45,50
5337,4983,72,0,N,F,vysl-filtr,0,2018-05-07 00:00:00.000000 UTC,2020-04-02 00:00:00.000000 UTC,3,500119,Praha 4,43,HMP-IPR,43,U,Praha 4,3558,5337,1,4,3,1,0,0,4983,55,60
5341,5104,73,0,7260,F,181920-pary,0,2018-05-07 00:00:00.000000 UTC,2020-04-02 00:00:00.000000 UTC,3,500119,Praha 4,43,HMP-IPR,43,U,Praha 4,3561,5341,3,1,3,0,0,0,5104,35,40
5348,5090,73,0,8120,F,181920-pary,4,2018-05-07 00:00:00.000000 UTC,2020-04-02 00:00:00.000000 UTC,3,500119,Praha 4,43,HMP-IPR,43,U,Praha 4,3568,5348,1,4,1,0,0,0,5090,60,65
5350,4990,72,0,N,F,vysl-filtr,0,2018-05-07 00:00:00.000000 UTC,2020-04-02 00:00:00.000000 UTC,3,500119,Praha 4,43,HMP-IPR,43,U,Praha 4,3569,5350,1,7,3,0,0,0,4990,30,35
5356,5064,72,0,2890,F,vysl-filtr,0,2018-05-07 00:00:00.000000 UTC,2020-04-02 00:00:00.000000 UTC,3,500119,Praha 4,43,HMP-IPR,43,U,Praha 4,3573,5356,1,5,1,1,0,0,5064,35,40
5362,5102,73,0,N,F,vysl-filtr,0,2018-05-07 00:00:00.000000 UTC,2020-04-02 00:00:00.000000 UTC,3,500119,Praha 4,43,HMP-IPR,43,U,Praha 4,3577,5362,1,1,1,0,0,0,5102,10,15
5368,5107,73,0,N,F,vysl-filtr,0,2018-05-07 00:00:00.000000 UTC,2020-04-02 00:00:00.000000 UTC,3,500119,Praha 4,43,HMP-IPR,43,U,Praha 4,3582,5368,3,1,3,0,0,0,5107,40,45
5419,5133,73,0,N,F,vysl-filtr,0,2018-05-07 00:00:00.000000 UTC,2020-04-02 00:00:00.000000 UTC,3,500119,Praha 4,43,HMP-IPR,43,U,Praha 4,3612,5419,3,1,3,0,0,0,5133,35,40
5439,4997,72,0,N,F,vysl-filtr,0,2018-05-07 00:00:00.000000 UTC,2020-04-02 00:00:00.000000 UTC,3,500119,Praha 4,43,HMP-IPR,43,U,Praha 4,3624,5439,6,1,3,0,0,0,4997,5,10
5448,5118,73,0,12000,F,181920-pary,0,2018-05-07 00:00:00.000000 UTC,2020-04-02 00:00:00.000000 UTC,3,500119,Praha 4,43,HMP-IPR,43,U,Praha 4,3631,5448,1,5,1,1,0,0,5118,55,60
5459,5142,73,0,N,F,vysl-filtr,0,2018-05-07 00:00:00.000000 UTC,2020-04-02 00:00:00.000000 UTC,3,500119,Praha 4,43,HMP-IPR,43,U,Praha 4,3640,5459,1,10,3,0,0,0,5142,15,20
5463,13559,73,0,3300,F,181920-pary,0,2018-05-07 00:00:00.000000 UTC,2020-04-02 00:00:00.000000 UTC,3,500119,Praha 4,43,HMP-IPR,43,U,Praha 4,3643,5463,1,3,1,0,0,0,13559,40,45
5482,13325,72,0,3300,F,vysl-filtr,0,2018-05-07 00:00:00.000000 UTC,2020-04-02 00:00:00.000000 UTC,3,500119,Praha 4,43,HMP-IPR,43,U,Praha 4,3655,5482,1,4,3,0,0,0,13325,40,45
5483,5138,73,0,4600,F,vysl-filtr,0,2018-05-07 00:00:00.000000 UTC,2020-04-02 00:00:00.000000 UTC,3,500119,Praha 4,43,HMP-IPR,43,U,Praha 4,3656,5483,,,,,,,5138,55,60
5493,13874,73,0,30000,F,181920-primy,4,2018-05-07 00:00:00.000000 UTC,2020-04-02 00:00:00.000000 UTC,3,500119,Praha 4,43,HMP-IPR,43,U,Praha 4,3664,5493,1,1,3,0,0,0,13874,55,60
5500,5000,72,0,N,F,vysl-filtr,0,2018-05-07 00:00:00.000000 UTC,2020-04-02 00:00:00.000000 UTC,3,500119,Praha 4,43,HMP-IPR,43,U,Praha 4,3668,5500,4,2,1,0,0,0,5000,55,60
5502,5115,73,0,3300,F,181920-pary,5,2018-05-07 00:00:00.000000 UTC,2020-04-02 00:00:00.000000 UTC,3,500119,Praha 4,43,HMP-IPR,43,U,Praha 4,3670,5502,1,2,3,0,0,0,5115,35,40
5507,5123,73,0,N,F,vysl-filtr,4,2018-05-07 00:00:00.000000 UTC,2020-04-02 00:00:00.000000 UTC,3,500119,Praha 4,43,HMP-IPR,43,U,Praha 4,3672,5507,1,2,3,0,0,0,5123,45,50
5513,4999,72,0,N,F,vysl-filtr,0,2018-05-07 00:00:00.000000 UTC,2020-04-02 00:00:00.000000 UTC,3,500119,Praha 4,43,HMP-IPR,43,U,Praha 4,3676,5513,,,,,,,4999,55,60
5521,5168,73,0,3300,F,181920-pary,0,2018-05-07 00:00:00.000000 UTC,2020-04-02 00:00:00.000000 UTC,3,500119,Praha 4,43,HMP-IPR,43,U,Praha 4,3683,5521,3,5,3,0,0,0,5168,35,40
5541,5009,72,0,N,F,vysl-filtr,0,2018-05-07 00:00:00.000000 UTC,2020-04-02 00:00:00.000000 UTC,3,500119,Praha 4,43,HMP-IPR,43,U,Praha 4,3694,5541,1,4,1,1,0,0,5009,55,60
5546,5173,73,0,4200,F,vysl-filtr,4,2018-05-07 00:00:00.000000 UTC,2020-04-02 00:00:00.000000 UTC,3,500119,Praha 4,43,HMP-IPR,43,U,Praha 4,3698,5546,1,3,3,0,0,0,5173,30,35
5547,13044,73,0,4200,F,vysl-filtr,4,2018-05-07 00:00:00.000000 UTC,2020-04-02 00:00:00.000000 UTC,3,500119,Praha 4,43,HMP-IPR,43,U,Praha 4,3699,5547,3,1,3,0,0,0,13044,55,60
