TARGET_FID,KOD_UNI,MAPA,STRED,CENA,FUNKCE,TYP_CENY,zmena,DAT_VZNIK,DAT_ZMENA,ID,KOD_MC,NAZEV_MC,KOD_MO,POSKYT,ID_POSKYT,STAV_ZMENA,NAZEV_1,TARGET_FID_1,KOD_UNI_1,TYP,PO__ET_POD,ST__ECHA,PO__ET_P_1,PO__ET_P_2,NOVA_BUDOV,KOD_UNI_2,DB_LO,DB_HI
9354,20328,103,0,3760,R2,181920-pary,0,2016-04-22 00:00:00.000000 UTC,2020-02-03 00:00:00.000000 UTC,47,538388,Praha-Královice,108,HMP-IPR,43,U,Královice,9354,20328,1,1,1,0,0,0,20328,30,35
6691,6301,91,0,500,M,vysl-filtr,0,2016-04-22 00:00:00.000000 UTC,2020-02-03 00:00:00.000000 UTC,47,538388,Praha-Královice,108,HMP-IPR,43,U,Královice,6691,6301,,,,,,,6301,40,45
9284,20314,103,0,N,R1,vysl-filtr,0,2016-04-22 00:00:00.000000 UTC,2020-02-03 00:00:00.000000 UTC,47,538388,Praha-Královice,108,HMP-IPR,43,U,Královice,9284,20314,5,1,1,0,0,0,20314,45,50
2,10849,4,0,9030,R1,181920-pary,0,2017-08-17 00:00:00.000000 UTC,2020-03-03 00:00:00.000000 UTC,35,538124,Praha-Březiněves,86,HMP-IPR,43,U,Březiněves,2,10849,5,1,3,0,0,0,10849,30,35
4,13,4,0,N,O,vysl-filtr,0,2017-08-17 00:00:00.000000 UTC,2020-03-03 00:00:00.000000 UTC,35,538124,Praha-Březiněves,86,HMP-IPR,43,U,Březiněves,4,13,1,1,1,0,0,0,13,30,35
9096,16280,3,0,9030,R1,vysl-filtr,0,2017-08-17 00:00:00.000000 UTC,2020-03-03 00:00:00.000000 UTC,35,538124,Praha-Březiněves,86,HMP-IPR,43,U,Březiněves,9096,16280,,,,,,,16280,30,35
9154,16400,4,0,9030,R1,181920-primy,0,2017-08-17 00:00:00.000000 UTC,2020-03-03 00:00:00.000000 UTC,35,538124,Praha-Březiněves,86,HMP-IPR,43,U,Březiněves,9154,16400,5,2,1,0,0,0,16400,30,35
0,11,4,0,7100,R2,181920-pary,0,2017-08-17 00:00:00.000000 UTC,2020-03-03 00:00:00.000000 UTC,35,538124,Praha-Březiněves,86,HMP-IPR,43,U,Březiněves,0,11,5,2,3,0,0,0,11,40,45
1,10921,4,0,9030,R1,181920-pary,0,2017-08-17 00:00:00.000000 UTC,2020-03-03 00:00:00.000000 UTC,35,538124,Praha-Březiněves,86,HMP-IPR,43,U,Březiněves,1,10921,5,1,1,1,0,0,10921,40,45
3,12,4,0,7100,R2,181920-pary,0,2017-08-17 00:00:00.000000 UTC,2020-03-03 00:00:00.000000 UTC,35,538124,Praha-Březiněves,86,HMP-IPR,43,U,Březiněves,3,12,,,,,,,12,40,45
5,10,4,0,7100,R2,181920-pary,0,2017-08-17 00:00:00.000000 UTC,2020-03-03 00:00:00.000000 UTC,35,538124,Praha-Březiněves,86,HMP-IPR,43,U,Březiněves,5,10,5,1,1,0,0,0,10,40,45
6,10848,4,0,9030,R1,181920-pary,0,2017-08-17 00:00:00.000000 UTC,2020-03-03 00:00:00.000000 UTC,35,538124,Praha-Březiněves,86,HMP-IPR,43,U,Březiněves,6,10848,1,1,1,0,0,0,10848,40,45
7,10312,4,0,7260,F,181920-pary,0,2017-08-17 00:00:00.000000 UTC,2020-03-03 00:00:00.000000 UTC,35,538124,Praha-Březiněves,86,HMP-IPR,43,U,Březiněves,7,10312,5,2,3,0,0,0,10312,40,45
8,30,4,0,9030,R1,181920-pary,0,2017-08-17 00:00:00.000000 UTC,2020-03-03 00:00:00.000000 UTC,35,538124,Praha-Březiněves,86,HMP-IPR,43,U,Březiněves,8,30,1,3,3,0,0,0,30,40,45
9,14,4,0,7260,F,vysl-filtr,0,2017-08-17 00:00:00.000000 UTC,2020-03-03 00:00:00.000000 UTC,35,538124,Praha-Březiněves,86,HMP-IPR,43,U,Březiněves,9,14,5,1,1,0,0,0,14,40,45
10,10970,4,0,7260,F,181920-pary,0,2017-08-17 00:00:00.000000 UTC,2020-03-03 00:00:00.000000 UTC,35,538124,Praha-Březiněves,86,HMP-IPR,43,U,Březiněves,10,10970,1,1,1,0,0,0,10970,40,45
11,10890,4,0,7100,R1,181920-pary,4,2017-08-17 00:00:00.000000 UTC,2020-03-03 00:00:00.000000 UTC,35,538124,Praha-Březiněves,86,HMP-IPR,43,U,Březiněves,11,10890,1,1,1,0,0,0,10890,40,45
12,16,4,0,7100,DR3,181920-pary,0,2017-08-17 00:00:00.000000 UTC,2020-03-03 00:00:00.000000 UTC,35,538124,Praha-Březiněves,86,HMP-IPR,43,U,Březiněves,12,16,1,2,3,0,0,0,16,40,45
13,17,4,0,5410,B1,vysl-filtr,0,2017-08-17 00:00:00.000000 UTC,2020-03-03 00:00:00.000000 UTC,35,538124,Praha-Březiněves,86,HMP-IPR,43,U,Březiněves,13,17,,,,,,,17,40,45
14,10314,4,0,N,J,vysl-filtr,0,2017-08-17 00:00:00.000000 UTC,2020-03-03 00:00:00.000000 UTC,35,538124,Praha-Březiněves,86,HMP-IPR,43,U,Březiněves,14,10314,1,1,1,0,0,0,10314,40,45
15,18,4,0,4120,G,vysl-filtr,4,2017-08-17 00:00:00.000000 UTC,2020-03-03 00:00:00.000000 UTC,35,538124,Praha-Březiněves,86,HMP-IPR,43,U,Březiněves,15,18,,,,,,,18,40,45
16,19,4,0,7100,R2,181920-pary,0,2017-08-17 00:00:00.000000 UTC,2020-03-03 00:00:00.000000 UTC,35,538124,Praha-Březiněves,86,HMP-IPR,43,U,Březiněves,16,19,1,1,1,0,0,0,19,40,45
17,10842,4,0,7100,R1,vysl-filtr,0,2017-08-17 00:00:00.000000 UTC,2020-03-03 00:00:00.000000 UTC,35,538124,Praha-Březiněves,86,HMP-IPR,43,U,Březiněves,17,10842,,,,,,,10842,40,45
18,20,4,0,N,F,vysl-filtr,0,2017-08-17 00:00:00.000000 UTC,2020-03-03 00:00:00.000000 UTC,35,538124,Praha-Březiněves,86,HMP-IPR,43,U,Březiněves,18,20,,,,,,,20,40,45
19,21,4,0,N,J,vysl-filtr,0,2017-08-17 00:00:00.000000 UTC,2020-03-03 00:00:00.000000 UTC,35,538124,Praha-Březiněves,86,HMP-IPR,43,U,Březiněves,19,21,1,1,1,0,0,0,21,40,45
20,22,4,0,7100,CR3,181920-pary,4,2017-08-17 00:00:00.000000 UTC,2020-03-03 00:00:00.000000 UTC,35,538124,Praha-Březiněves,86,HMP-IPR,43,U,Březiněves,20,22,5,1,1,1,0,0,22,40,45
22,10315,4,0,N,J,vysl-filtr,4,2017-08-17 00:00:00.000000 UTC,2020-03-03 00:00:00.000000 UTC,35,538124,Praha-Březiněves,86,HMP-IPR,43,U,Březiněves,22,10315,1,2,3,0,0,0,10315,40,45
25,23,4,0,4320,F,181920-pary,0,2017-08-17 00:00:00.000000 UTC,2020-03-03 00:00:00.000000 UTC,35,538124,Praha-Březiněves,86,HMP-IPR,43,U,Březiněves,25,23,1,1,1,0,0,0,23,40,45
27,24,4,0,7100,R2,181920-pary,0,2017-08-17 00:00:00.000000 UTC,2020-03-03 00:00:00.000000 UTC,35,538124,Praha-Březiněves,86,HMP-IPR,43,U,Březiněves,27,24,,,,,,,24,40,45
33,27,4,0,7100,R2,181920-pary,0,2017-08-17 00:00:00.000000 UTC,2020-03-03 00:00:00.000000 UTC,35,538124,Praha-Březiněves,86,HMP-IPR,43,U,Březiněves,33,27,5,1,1,1,0,0,27,40,45
34,29,4,0,2780,K,vysl-filtr,0,2017-08-17 00:00:00.000000 UTC,2020-03-03 00:00:00.000000 UTC,35,538124,Praha-Březiněves,86,HMP-IPR,43,U,Březiněves,34,29,,,,,,,29,40,45
8393,15,4,0,7260,F,181920-pary,4,2017-08-17 00:00:00.000000 UTC,2020-03-03 00:00:00.000000 UTC,35,538124,Praha-Březiněves,86,HMP-IPR,43,U,Březiněves,8393,15,5,1,1,0,0,0,15,40,45
8707,16037,4,0,N,J,vysl-filtr,0,2017-08-17 00:00:00.000000 UTC,2020-03-03 00:00:00.000000 UTC,35,538124,Praha-Březiněves,86,HMP-IPR,43,U,Březiněves,8707,16037,1,1,1,0,0,0,16037,40,45
8723,16106,4,0,9030,R1,181920-pary,0,2017-08-17 00:00:00.000000 UTC,2020-03-03 00:00:00.000000 UTC,35,538124,Praha-Březiněves,86,HMP-IPR,43,U,Březiněves,8723,16106,,,,,,,16106,40,45
8866,16147,4,0,9030,R1,181920-pary,0,2017-08-17 00:00:00.000000 UTC,2020-03-03 00:00:00.000000 UTC,35,538124,Praha-Březiněves,86,HMP-IPR,43,U,Březiněves,8866,16147,5,2,1,0,0,0,16147,40,45
9200,16500,3,0,9030,R1,vysl-filtr,0,2017-08-17 00:00:00.000000 UTC,2020-03-03 00:00:00.000000 UTC,35,538124,Praha-Březiněves,86,HMP-IPR,43,U,Březiněves,9200,16500,5,2,1,0,0,0,16500,40,45
4157,4424,63,0,3100,H,vysl-filtr,0,2018-03-06 00:00:00.000000 UTC,2020-05-02 00:00:00.000000 UTC,53,547409,Praha-Štěrboholy,108,HMP-IPR,43,U,Štěrboholy,4157,4424,3,1,3,0,0,0,4424,0,5
4314,4485,63,0,N,K,vysl-filtr,0,2018-03-06 00:00:00.000000 UTC,2020-05-02 00:00:00.000000 UTC,53,547409,Praha-Štěrboholy,108,HMP-IPR,43,U,Štěrboholy,4314,4485,3,3,3,0,0,0,4485,0,5
4420,14108,62,0,5550,F,181920-primy,0,2018-03-06 00:00:00.000000 UTC,2020-05-02 00:00:00.000000 UTC,53,547409,Praha-Štěrboholy,108,HMP-IPR,43,U,Štěrboholy,4420,14108,1,2,3,0,0,0,14108,0,5
5117,5513,76,0,2300,J,vysl-filtr,0,2018-03-06 00:00:00.000000 UTC,2020-05-02 00:00:00.000000 UTC,53,547409,Praha-Štěrboholy,108,HMP-IPR,43,U,Štěrboholy,5117,5513,1,3,1,0,0,0,5513,0,5
5064,5512,76,0,2050,F,vysl-filtr,0,2018-03-06 00:00:00.000000 UTC,2020-05-02 00:00:00.000000 UTC,53,547409,Praha-Štěrboholy,108,HMP-IPR,43,U,Štěrboholy,5064,5512,3,2,3,0,0,0,5512,10,15
9341,20324,63,0,N,B1,vysl-filtr,0,2018-03-06 00:00:00.000000 UTC,2020-05-02 00:00:00.000000 UTC,53,547409,Praha-Štěrboholy,108,HMP-IPR,43,U,Štěrboholy,9341,20324,5,1,1,0,0,0,20324,10,15
4567,14860,63,0,7830,E,181920-pary,4,2018-03-06 00:00:00.000000 UTC,2020-05-02 00:00:00.000000 UTC,53,547409,Praha-Štěrboholy,108,HMP-IPR,43,U,Štěrboholy,4567,14860,4,1,3,0,0,0,14860,30,35
4817,14839,63,0,6800,B1,vysl-filtr,0,2018-03-06 00:00:00.000000 UTC,2020-05-02 00:00:00.000000 UTC,53,547409,Praha-Štěrboholy,108,HMP-IPR,43,U,Štěrboholy,4817,14839,1,4,3,0,0,0,14839,35,40
4773,4496,63,0,3500,G,vysl-filtr,0,2018-03-06 00:00:00.000000 UTC,2020-05-02 00:00:00.000000 UTC,53,547409,Praha-Štěrboholy,108,HMP-IPR,43,U,Štěrboholy,4773,4496,,,,,,,4496,40,45
4917,4492,63,0,5360,F,181920-pary,0,2018-03-06 00:00:00.000000 UTC,2020-05-02 00:00:00.000000 UTC,53,547409,Praha-Štěrboholy,108,HMP-IPR,43,U,Štěrboholy,4917,4492,5,2,1,0,0,1,4492,40,45
5308,14118,76,0,N,J,vysl-filtr,0,2018-03-06 00:00:00.000000 UTC,2020-05-02 00:00:00.000000 UTC,53,547409,Praha-Štěrboholy,108,HMP-IPR,43,U,Štěrboholy,5308,14118,1,2,3,0,0,0,14118,40,45
9161,4490,63,0,6800,B1,vysl-filtr,0,2018-03-06 00:00:00.000000 UTC,2020-05-02 00:00:00.000000 UTC,53,547409,Praha-Štěrboholy,108,HMP-IPR,43,U,Štěrboholy,9161,4490,1,4,3,0,0,0,4490,40,45
9257,20304,76,0,N,B1,vysl-filtr,0,2018-03-06 00:00:00.000000 UTC,2020-05-02 00:00:00.000000 UTC,53,547409,Praha-Štěrboholy,108,HMP-IPR,43,U,Štěrboholy,9257,20304,5,3,1,0,0,0,20304,40,45
4986,4502,63,0,1500,G,vysl-filtr,0,2018-03-06 00:00:00.000000 UTC,2020-05-02 00:00:00.000000 UTC,53,547409,Praha-Štěrboholy,108,HMP-IPR,43,U,Štěrboholy,4986,4502,,,,,,,4502,45,50
5090,5510,76,0,3300,F,181920-pary,0,2018-03-06 00:00:00.000000 UTC,2020-05-02 00:00:00.000000 UTC,53,547409,Praha-Štěrboholy,108,HMP-IPR,43,U,Štěrboholy,5090,5510,,,,,,,5510,45,50
4419,14831,63,0,N,K,vysl-filtr,0,2018-03-06 00:00:00.000000 UTC,2020-05-02 00:00:00.000000 UTC,53,547409,Praha-Štěrboholy,108,HMP-IPR,43,U,Štěrboholy,4419,14831,,,,,,,14831,50,55
9420,4437,62,0,2890,H,vysl-filtr,4,2018-03-06 00:00:00.000000 UTC,2020-05-02 00:00:00.000000 UTC,53,547409,Praha-Štěrboholy,108,HMP-IPR,43,U,Štěrboholy,9420,4437,,,,,,,4437,50,55
9422,20331,76,0,N,F,nic,1,2018-03-06 00:00:00.000000 UTC,2020-05-02 00:00:00.000000 UTC,53,547409,Praha-Štěrboholy,108,HMP-IPR,43,U,Štěrboholy,9422,20331,1,1,1,0,0,0,20331,50,55
4491,4509,63,0,7060,E,vysl-filtr,0,2018-03-06 00:00:00.000000 UTC,2020-05-02 00:00:00.000000 UTC,53,547409,Praha-Štěrboholy,108,HMP-IPR,43,U,Štěrboholy,4491,4509,3,2,3,0,0,0,4509,55,60
4668,14300,63,0,7810,E,181920-pary,0,2018-03-06 00:00:00.000000 UTC,2020-05-02 00:00:00.000000 UTC,53,547409,Praha-Štěrboholy,108,HMP-IPR,43,U,Štěrboholy,4668,14300,,,,,,,14300,55,60
4759,4504,63,0,9130,R3,181920-pary,4,2018-03-06 00:00:00.000000 UTC,2020-05-02 00:00:00.000000 UTC,53,547409,Praha-Štěrboholy,108,HMP-IPR,43,U,Štěrboholy,4759,4504,,,,,,,4504,55,60
4770,14301,63,0,9130,R1,181920-pary,0,2018-03-06 00:00:00.000000 UTC,2020-05-02 00:00:00.000000 UTC,53,547409,Praha-Štěrboholy,108,HMP-IPR,43,U,Štěrboholy,4770,14301,5,2,1,0,0,1,14301,55,60
4786,4495,63,0,9130,R1,181920-pary,0,2018-03-06 00:00:00.000000 UTC,2020-05-02 00:00:00.000000 UTC,53,547409,Praha-Štěrboholy,108,HMP-IPR,43,U,Štěrboholy,4786,4495,3,1,3,0,0,0,4495,55,60
4797,4489,63,0,4100,F,vysl-filtr,0,2018-03-06 00:00:00.000000 UTC,2020-05-02 00:00:00.000000 UTC,53,547409,Praha-Štěrboholy,108,HMP-IPR,43,U,Štěrboholy,4797,4489,1,1,3,0,0,0,4489,55,60
4858,5535,63,0,7830,E,181920-pary,0,2018-03-06 00:00:00.000000 UTC,2020-05-02 00:00:00.000000 UTC,53,547409,Praha-Štěrboholy,108,HMP-IPR,43,U,Štěrboholy,4858,5535,3,3,3,0,0,0,5535,55,60
4889,4500,63,0,7100,R3,181920-pary,0,2018-03-06 00:00:00.000000 UTC,2020-05-02 00:00:00.000000 UTC,53,547409,Praha-Štěrboholy,108,HMP-IPR,43,U,Štěrboholy,4889,4500,,,,,,,4500,55,60
4909,14008,63,0,6800,B1,vysl-filtr,0,2018-03-06 00:00:00.000000 UTC,2020-05-02 00:00:00.000000 UTC,53,547409,Praha-Štěrboholy,108,HMP-IPR,43,U,Štěrboholy,4909,14008,1,4,1,1,0,0,14008,55,60
4912,4491,63,0,7100,R2,vysl-filtr,0,2018-03-06 00:00:00.000000 UTC,2020-05-02 00:00:00.000000 UTC,53,547409,Praha-Štěrboholy,108,HMP-IPR,43,U,Štěrboholy,4912,4491,1,3,1,0,0,0,4491,55,60
4918,4493,63,0,7100,R2,vysl-filtr,0,2018-03-06 00:00:00.000000 UTC,2020-05-02 00:00:00.000000 UTC,53,547409,Praha-Štěrboholy,108,HMP-IPR,43,U,Štěrboholy,4918,4493,5,2,1,0,0,0,4493,55,60
4929,4498,63,0,6210,F,vysl-filtr,5,2018-03-06 00:00:00.000000 UTC,2020-05-02 00:00:00.000000 UTC,53,547409,Praha-Štěrboholy,108,HMP-IPR,43,U,Štěrboholy,4929,4498,5,1,1,1,0,0,4498,55,60
4956,4507,63,0,9130,R1,181920-pary,0,2018-03-06 00:00:00.000000 UTC,2020-05-02 00:00:00.000000 UTC,53,547409,Praha-Štěrboholy,108,HMP-IPR,43,U,Štěrboholy,4956,4507,5,1,1,0,0,0,4507,55,60
4961,4506,63,0,7100,R2,181920-pary,0,2018-03-06 00:00:00.000000 UTC,2020-05-02 00:00:00.000000 UTC,53,547409,Praha-Štěrboholy,108,HMP-IPR,43,U,Štěrboholy,4961,4506,5,1,1,0,0,0,4506,55,60
4974,4494,63,0,7100,CR1,vysl-filtr,0,2018-03-06 00:00:00.000000 UTC,2020-05-02 00:00:00.000000 UTC,53,547409,Praha-Štěrboholy,108,HMP-IPR,43,U,Štěrboholy,4974,4494,5,1,1,1,0,0,4494,55,60
4984,5514,76,0,9130,R2,181920-pary,0,2018-03-06 00:00:00.000000 UTC,2020-05-02 00:00:00.000000 UTC,53,547409,Praha-Štěrboholy,108,HMP-IPR,43,U,Štěrboholy,4984,5514,1,1,3,0,0,0,5514,55,60
5001,14306,63,0,4100,F,181920-pary,0,2018-03-06 00:00:00.000000 UTC,2020-05-02 00:00:00.000000 UTC,53,547409,Praha-Štěrboholy,108,HMP-IPR,43,U,Štěrboholy,5001,14306,3,3,3,0,0,0,14306,55,60
5007,4505,63,0,7100,CR2,vysl-filtr,0,2018-03-06 00:00:00.000000 UTC,2020-05-02 00:00:00.000000 UTC,53,547409,Praha-Štěrboholy,108,HMP-IPR,43,U,Štěrboholy,5007,4505,1,2,3,0,0,0,4505,55,60
5017,5534,76,0,5260,E,vysl-filtr,0,2018-03-06 00:00:00.000000 UTC,2020-05-02 00:00:00.000000 UTC,53,547409,Praha-Štěrboholy,108,HMP-IPR,43,U,Štěrboholy,5017,5534,3,3,3,0,0,0,5534,55,60
5032,4512,76,0,5360,F,181920-pary,0,2018-03-06 00:00:00.000000 UTC,2020-05-02 00:00:00.000000 UTC,53,547409,Praha-Štěrboholy,108,HMP-IPR,43,U,Štěrboholy,5032,4512,3,1,3,0,0,0,4512,55,60
5079,5536,76,0,9130,R1,vysl-filtr,0,2018-03-06 00:00:00.000000 UTC,2020-05-02 00:00:00.000000 UTC,53,547409,Praha-Štěrboholy,108,HMP-IPR,43,U,Štěrboholy,5079,5536,1,5,3,0,0,0,5536,55,60
5086,5507,76,0,N,F,vysl-filtr,0,2018-03-06 00:00:00.000000 UTC,2020-05-02 00:00:00.000000 UTC,53,547409,Praha-Štěrboholy,108,HMP-IPR,43,U,Štěrboholy,5086,5507,3,3,3,0,0,0,5507,55,60
5091,5509,76,0,9130,R1,181920-pary,4,2018-03-06 00:00:00.000000 UTC,2020-05-02 00:00:00.000000 UTC,53,547409,Praha-Štěrboholy,108,HMP-IPR,43,U,Štěrboholy,5091,5509,6,1,3,0,0,0,5509,55,60
5105,14117,76,0,6080,F,vysl-filtr,0,2018-03-06 00:00:00.000000 UTC,2020-05-02 00:00:00.000000 UTC,53,547409,Praha-Štěrboholy,108,HMP-IPR,43,U,Štěrboholy,5105,14117,1,5,3,0,0,0,14117,55,60
8847,20026,76,0,N,J,vysl-filtr,0,2018-03-06 00:00:00.000000 UTC,2020-05-02 00:00:00.000000 UTC,53,547409,Praha-Štěrboholy,108,HMP-IPR,43,U,Štěrboholy,8847,20026,3,1,3,0,0,0,20026,55,60
9165,20206,76,0,N,J,vysl-filtr,0,2018-03-06 00:00:00.000000 UTC,2020-05-02 00:00:00.000000 UTC,53,547409,Praha-Štěrboholy,108,HMP-IPR,43,U,Štěrboholy,9165,20206,1,2,3,0,0,0,20206,55,60
4386,4488,63,0,N,G,vysl-filtr,0,2018-03-06 00:00:00.000000 UTC,2020-05-02 00:00:00.000000 UTC,53,547409,Praha-Štěrboholy,108,HMP-IPR,43,U,Štěrboholy,4386,4488,,,,,,,4488,60,65
5066,5506,76,0,N,F,vysl-filtr,5,2018-03-06 00:00:00.000000 UTC,2020-05-02 00:00:00.000000 UTC,53,547409,Praha-Štěrboholy,108,HMP-IPR,43,U,Štěrboholy,5066,5506,,,,,,,5506,60,65
74,179,11,0,400,N,vysl-filtr,0,2016-04-22 00:00:00.000000 UTC,2020-01-02 00:00:00.000000 UTC,46,547301,Praha-Dolní Chabry,86,HMP-IPR,43,U,Dolní Chabry,74,179,,,,,,,179,5,10
58,1,2,0,400,N,vysl-filtr,0,2016-04-22 00:00:00.000000 UTC,2020-01-02 00:00:00.000000 UTC,46,547301,Praha-Dolní Chabry,86,HMP-IPR,43,U,Dolní Chabry,58,1,,,,,,,1,20,25
72,181,11,0,N,K,vysl-filtr,0,2016-04-22 00:00:00.000000 UTC,2020-01-02 00:00:00.000000 UTC,46,547301,Praha-Dolní Chabry,86,HMP-IPR,43,U,Dolní Chabry,72,181,,,,,,,181,20,25
55,10724,2,0,N,F,vysl-filtr,0,2016-04-22 00:00:00.000000 UTC,2020-01-02 00:00:00.000000 UTC,46,547301,Praha-Dolní Chabry,86,HMP-IPR,43,U,Dolní Chabry,55,10724,,,,,,,10724,25,30
61,10336,2,0,N,J,vysl-filtr,0,2016-04-22 00:00:00.000000 UTC,2020-01-02 00:00:00.000000 UTC,46,547301,Praha-Dolní Chabry,86,HMP-IPR,43,U,Dolní Chabry,61,10336,5,1,1,0,0,0,10336,25,30
62,10723,2,0,N,R2,vysl-filtr,0,2016-04-22 00:00:00.000000 UTC,2020-01-02 00:00:00.000000 UTC,46,547301,Praha-Dolní Chabry,86,HMP-IPR,43,U,Dolní Chabry,62,10723,,,,,,,10723,25,30
63,10335,2,0,3250,R1,vysl-filtr,0,2016-04-22 00:00:00.000000 UTC,2020-01-02 00:00:00.000000 UTC,46,547301,Praha-Dolní Chabry,86,HMP-IPR,43,U,Dolní Chabry,63,10335,,,,,,,10335,25,30
66,2,2,0,2350,R2,vysl-filtr,0,2016-04-22 00:00:00.000000 UTC,2020-01-02 00:00:00.000000 UTC,46,547301,Praha-Dolní Chabry,86,HMP-IPR,43,U,Dolní Chabry,66,2,,,,,,,2,25,30
73,183,11,0,5110,R2,vysl-filtr,0,2016-04-22 00:00:00.000000 UTC,2020-01-02 00:00:00.000000 UTC,46,547301,Praha-Dolní Chabry,86,HMP-IPR,43,U,Dolní Chabry,73,183,,,,,,,183,25,30
310,256,12,0,10200,R2,181920-primy,0,2016-04-22 00:00:00.000000 UTC,2020-01-02 00:00:00.000000 UTC,46,547301,Praha-Dolní Chabry,86,HMP-IPR,43,U,Dolní Chabry,310,256,1,1,1,0,0,0,256,25,30
9365,16561,11,0,N,R1,nic,1,2016-04-22 00:00:00.000000 UTC,2020-01-02 00:00:00.000000 UTC,46,547301,Praha-Dolní Chabry,86,HMP-IPR,43,U,Dolní Chabry,9365,16561,5,2,1,0,0,0,16561,25,30
51,8,2,0,400,N,vysl-filtr,0,2016-04-22 00:00:00.000000 UTC,2020-01-02 00:00:00.000000 UTC,46,547301,Praha-Dolní Chabry,86,HMP-IPR,43,U,Dolní Chabry,51,8,,,,,,,8,30,35
59,7,2,0,2350,H,vysl-filtr,5,2016-04-22 00:00:00.000000 UTC,2020-01-02 00:00:00.000000 UTC,46,547301,Praha-Dolní Chabry,86,HMP-IPR,43,U,Dolní Chabry,59,7,,,,,,,7,30,35
60,6,2,0,1040,H,vysl-filtr,0,2016-04-22 00:00:00.000000 UTC,2020-01-02 00:00:00.000000 UTC,46,547301,Praha-Dolní Chabry,86,HMP-IPR,43,U,Dolní Chabry,60,6,3,1,1,0,0,0,6,30,35
69,184,11,0,500,N,vysl-filtr,0,2016-04-22 00:00:00.000000 UTC,2020-01-02 00:00:00.000000 UTC,46,547301,Praha-Dolní Chabry,86,HMP-IPR,43,U,Dolní Chabry,69,184,,,,,,,184,30,35
76,10000,11,0,10200,R1,181920-pary,0,2016-04-22 00:00:00.000000 UTC,2020-01-02 00:00:00.000000 UTC,46,547301,Praha-Dolní Chabry,86,HMP-IPR,43,U,Dolní Chabry,76,10000,1,1,1,0,0,0,10000,30,35
81,186,11,0,8280,R2,181920-pary,4,2016-04-22 00:00:00.000000 UTC,2020-01-02 00:00:00.000000 UTC,46,547301,Praha-Dolní Chabry,86,HMP-IPR,43,U,Dolní Chabry,81,186,1,2,1,0,0,0,186,30,35
91,187,11,0,N,J,vysl-filtr,0,2016-04-22 00:00:00.000000 UTC,2020-01-02 00:00:00.000000 UTC,46,547301,Praha-Dolní Chabry,86,HMP-IPR,43,U,Dolní Chabry,91,187,5,1,1,1,0,0,187,30,35
96,10059,11,0,630,M,vysl-filtr,0,2016-04-22 00:00:00.000000 UTC,2020-01-02 00:00:00.000000 UTC,46,547301,Praha-Dolní Chabry,86,HMP-IPR,43,U,Dolní Chabry,96,10059,5,1,1,0,0,0,10059,30,35
98,10725,11,0,7770,B1,181920-pary,0,2016-04-22 00:00:00.000000 UTC,2020-01-02 00:00:00.000000 UTC,46,547301,Praha-Dolní Chabry,86,HMP-IPR,43,U,Dolní Chabry,98,10725,5,1,1,0,0,0,10725,30,35
110,189,11,0,N,J,vysl-filtr,0,2016-04-22 00:00:00.000000 UTC,2020-01-02 00:00:00.000000 UTC,46,547301,Praha-Dolní Chabry,86,HMP-IPR,43,U,Dolní Chabry,110,189,1,2,1,0,0,0,189,30,35
120,10401,11,0,9460,R1,181920-pary,0,2016-04-22 00:00:00.000000 UTC,2020-01-02 00:00:00.000000 UTC,46,547301,Praha-Dolní Chabry,86,HMP-IPR,43,U,Dolní Chabry,120,10401,1,2,1,1,0,0,10401,30,35
122,190,11,0,7260,G,vysl-filtr,0,2016-04-22 00:00:00.000000 UTC,2020-01-02 00:00:00.000000 UTC,46,547301,Praha-Dolní Chabry,86,HMP-IPR,43,U,Dolní Chabry,122,190,5,1,1,0,0,0,190,30,35
126,191,11,0,9460,R1,181920-pary,0,2016-04-22 00:00:00.000000 UTC,2020-01-02 00:00:00.000000 UTC,46,547301,Praha-Dolní Chabry,86,HMP-IPR,43,U,Dolní Chabry,126,191,1,1,1,0,0,0,191,30,35
137,196,11,0,680,M,vysl-filtr,4,2016-04-22 00:00:00.000000 UTC,2020-01-02 00:00:00.000000 UTC,46,547301,Praha-Dolní Chabry,86,HMP-IPR,43,U,Dolní Chabry,137,196,5,1,1,0,0,0,196,30,35
146,10304,11,0,9460,R1,181920-pary,4,2016-04-22 00:00:00.000000 UTC,2020-01-02 00:00:00.000000 UTC,46,547301,Praha-Dolní Chabry,86,HMP-IPR,43,U,Dolní Chabry,146,10304,5,1,1,0,0,0,10304,30,35
147,10001,11,0,9460,R1,181920-pary,0,2016-04-22 00:00:00.000000 UTC,2020-01-02 00:00:00.000000 UTC,46,547301,Praha-Dolní Chabry,86,HMP-IPR,43,U,Dolní Chabry,147,10001,5,1,1,1,0,0,10001,30,35
203,10551,11,0,9460,R1,181920-pary,0,2016-04-22 00:00:00.000000 UTC,2020-01-02 00:00:00.000000 UTC,46,547301,Praha-Dolní Chabry,86,HMP-IPR,43,U,Dolní Chabry,203,10551,5,2,1,0,0,0,10551,30,35
251,10400,11,0,9460,R1,181920-pary,0,2016-04-22 00:00:00.000000 UTC,2020-01-02 00:00:00.000000 UTC,46,547301,Praha-Dolní Chabry,86,HMP-IPR,43,U,Dolní Chabry,251,10400,1,1,1,0,0,0,10400,30,35
